Time,PPG,ECG,resp,Class
0.0,1.33724340175953,0.209677419354839,0.199364769118006,1
0.008,1.31867057673509,0.219941348973607,0.200830686537992,1
0.016,1.3010752688172,0.229716520039101,0.202540923527975,1
0.024,1.28445747800587,0.239980449657869,0.204495480087955,1
0.032,1.26783968719453,0.249755620723363,0.206694356217933,1
0.04,1.25219941348974,0.269794721407625,0.209381871487906,1
0.048,1.23655913978495,0.289833822091887,0.212069386757879,1
0.056,1.22189638318671,0.309872922776149,0.215245541167848,1
0.064,1.20723362658847,0.334799608993157,0.218421695577816,1
0.072,1.19354838709677,0.365102639296188,0.221353530417786,1
0.08,1.18377321603128,0.39980449657869,0.224529684827755,1
0.088,1.17595307917889,0.444770283479961,0.227461519667725,1
0.096,1.16715542521994,0.495112414467253,0.230637674077694,1
0.104,1.1564027370479,0.555229716520039,0.234546787197655,1
0.112,1.14467253176931,0.609970674486804,0.238455900317615,1
0.12,1.13391984359726,0.660312805474096,0.243097972147569,1
0.128,1.12316715542522,0.70039100684262,0.247740043977523,1
0.136,1.11436950146628,0.71505376344086,0.252382115807476,1
0.144,1.10557184750733,0.71505376344086,0.257268507207427,1
0.152,1.09677419354839,0.690127077223851,0.262154898607378,1
0.16,1.08797653958944,0.640273704789834,0.26704129000733,1
0.168,1.08015640273705,0.575268817204301,0.271683361837283,1
0.176,1.0752688172043,0.495112414467253,0.276569753237234,1
0.184,1.07233626588465,0.419843597262952,0.281211825067188,1
0.192,1.06744868035191,0.349951124144673,0.286098216467139,1
0.2,1.07624633431085,0.304985337243402,0.290740288297093,1
0.208,1.09188660801564,0.264907135874878,0.295626679697044,1
0.216,1.09677419354839,0.239980449657869,0.300268751526997,1
0.224,1.09579667644184,0.224828934506354,0.305155142926948,1
0.232,1.09188660801564,0.209677419354839,0.309797214756902,1
0.24,1.08602150537634,0.204789833822092,0.314683606156853,1
0.248,1.08015640273705,0.199902248289345,0.319325677986807,1
0.256,1.07429130009775,0.195014662756598,0.324212069386758,1
0.264,1.06842619745846,0.195014662756598,0.329342780356707,1
0.272,1.06549364613881,0.195014662756598,0.334717810896653,1
0.28,1.06451612903226,0.195014662756598,0.340581480576594,1
0.288,1.06158357771261,0.204789833822092,0.346445150256536,1
0.296,1.05767350928641,0.214565004887586,0.353530417786465,1
0.304,1.05278592375367,0.229716520039101,0.360860004886391,1
0.312,1.04789833822092,0.239980449657869,0.368922550696311,1
0.32,1.04203323558162,0.254643206256109,0.377229416076228,1
0.328,1.03519061583578,0.260019550342131,0.385291961886147,1
0.336,1.02737047898338,0.274682306940371,0.393354507696066,1
0.344,1.02052785923754,0.280058651026393,0.401172733935988,1
0.352,1.01564027370479,0.28494623655914,0.409235279745908,1
0.36,1.01368523949169,0.294721407624633,0.417297825555827,1
0.368,1.01857282502444,0.294721407624633,0.425604690935744,1
0.376,1.03225806451613,0.300097751710655,0.433911556315661,1
