Time,PPG,ECG,resp,Class
0.0,2.1524926686217,0.329912023460411,-0.0262675626145388,0
0.008,2.22091886608016,0.329912023460411,-0.0256566890653635,0
0.016,2.28543499511241,0.329912023460411,-0.0250458155161882,0
0.024,2.34310850439883,0.345063538611926,-0.0250458155161882,0
0.032,2.39100684261975,0.339687194525904,-0.0244349419670128,0
0.04,2.42619745845552,0.354838709677419,-0.0244349419670128,0
0.048,2.44965786901271,0.345063538611926,-0.0244349419670128,0
0.056,2.46041055718475,0.359726295210166,-0.0244349419670128,0
0.064,2.4594330400782,0.354838709677419,-0.0244349419670128,0
0.072,2.44672531769306,0.359726295210166,-0.0244349419670128,0
0.08,2.42326490713587,0.354838709677419,-0.0244349419670128,0
0.088,2.39296187683284,0.349951124144673,-0.0250458155161882,0
0.096,2.35483870967742,0.379765395894428,-0.0256566890653635,0
0.104,2.30596285434995,0.509775171065494,-0.0268784361637141,0
0.112,2.24633431085044,0.670087976539589,-0.0281001832620648,0
0.12,2.17888563049853,0.695014662756598,-0.0293219303604154,0
0.128,2.10557184750733,0.450146627565982,-0.030543677458766,0
0.136,2.02932551319648,0.309872922776149,-0.0317654245571167,0
0.144,1.95112414467253,0.28494623655914,-0.0329871716554673,0
0.152,1.87487781036168,0.260019550342131,-0.034208918753818,0
0.16,1.80058651026393,0.294721407624633,-0.0354306658521686,0
0.168,1.73216031280547,0.334799608993157,-0.0372632864996946,0
0.176,1.67057673509286,0.354838709677419,-0.0390959071472205,0
0.184,1.62267839687195,0.359726295210166,-0.0403176542455712,0
0.192,1.58455522971652,0.374877810361681,-0.0415394013439218,0
0.2,1.54838709677419,0.369990224828935,-0.0427611484422724,0
0.208,1.51710654936461,0.379765395894428,-0.0439828955406231,0
0.216,1.49266862170088,0.390029325513196,-0.0452046426389737,0
0.224,1.47507331378299,0.404692082111437,-0.0458155161881491,0
0.232,1.4633431085044,0.404692082111437,-0.0464263897373244,0
0.24,1.45650048875855,0.414956011730205,-0.0470372632864997,0
0.248,1.45356793743891,0.39980449657869,-0.047648136835675,0
0.256,1.45259042033236,0.404692082111437,-0.047648136835675,0
0.264,1.45356793743891,0.379765395894428,-0.047648136835675,0
0.272,1.45650048875855,0.379765395894428,-0.0470372632864997,0
0.28,1.46041055718475,0.374877810361681,-0.0470372632864997,0
0.288,1.4652981427175,0.379765395894428,-0.0470372632864997,0
0.296,1.47018572825024,0.379765395894428,-0.0470372632864997,0
0.304,1.47409579667644,0.390029325513196,-0.0470372632864997,0
0.312,1.47605083088954,0.390029325513196,-0.0470372632864997,0
0.32,1.47605083088954,0.404692082111437,-0.0470372632864997,0
0.328,1.47409579667644,0.419843597262952,-0.047648136835675,0
0.336,1.4692082111437,0.444770283479961,-0.047648136835675,0
0.344,1.4633431085044,0.455034213098729,-0.0482590103848503,0
0.352,1.455522971652,0.484848484848485,-0.0488698839340257,0
0.36,1.44770283479961,0.495112414467253,-0.0500916310323763,0
0.368,1.43988269794721,0.524926686217009,-0.0513133781307269,0
0.376,1.43304007820137,0.535190615835777,-0.0525351252290776,0
0.384,1.42913000977517,0.544965786901271,-0.0537568723274282,0
0.392,1.42619745845552,0.549853372434018,-0.0549786194257789,0
0.4,1.42228739002933,0.540078201368524,-0.0555894929749542,0
0.408,1.41642228739003,0.515151515151515,-0.0568112400733048,0
0.416,1.40860215053763,0.479960899315738,-0.0580329871716555,0
0.424,1.39980449657869,0.424731182795699,-0.0598656078191814,0
0.432,1.38905180840665,0.379765395894428,-0.0610873549175321,0
0.44,1.37732160312805,0.345063538611926,-0.0623091020158827,0
0.448,1.36559139784946,0.319648093841642,-0.0635308491142334,0
0.456,1.35483870967742,0.304985337243402,-0.064752596212584,0
0.464,1.34408602150538,0.289833822091887,-0.0659743433109346,0
0.472,1.33235581622678,0.300097751710655,-0.0684178375076359,0
0.48,1.31964809384164,0.28494623655914,-0.0702504581551619,0
0.488,1.3108504398827,0.314760508308895,-0.0733048259010385,0
0.496,1.3010752688172,0.314760508308895,-0.0757483200977398,0
0.504,1.28836754643206,0.325024437927664,-0.0806353084911423,0
0.512,1.27468230694037,0.319648093841642,-0.0849114233353696,0
0.52,1.26001955034213,0.334799608993157,-0.0904092852779475,0
0.528,1.24340175953079,0.339687194525904,-0.0959071472205253,0
0.536,1.22678396871945,0.354838709677419,-0.102015882712279,0
0.544,1.21016617790811,0.354838709677419,-0.108124618204032,0
0.552,1.19550342130987,0.365102639296188,-0.114233353695785,0
0.56,1.18181818181818,0.369990224828935,-0.120342089187538,0
0.568,1.16813294232649,0.365102639296188,-0.127672571777642,0
0.576,1.15542521994135,0.345063538611926,-0.134392180818571,0
0.584,1.1485826001955,0.334799608993157,-0.14233353695785,0
0.592,1.14565004887586,0.325024437927664,-0.150274893097129,0
0.6,1.13978494623656,0.424731182795699,-0.158216249236408,0
0.608,1.13294232649071,0.595307917888563,-0.165546731826512,0
0.616,1.12609970674487,0.665200391006843,-0.172877214416616,0
0.624,1.11925708699902,0.509775171065494,-0.18020769700672,0
0.632,1.11436950146628,0.260019550342131,-0.188759926695174,0
0.64,1.09481915933529,0.239980449657869,-0.196701282834453,0
0.648,1.0713587487781,0.280058651026393,-0.205864386072083,0
0.656,1.07038123167155,0.314760508308895,-0.215027489309713,0
0.664,1.08993157380254,0.309872922776149,-0.224190592547343,0
0.672,1.13294232649071,0.345063538611926,-0.233353695784973,0
0.68,1.20136852394917,0.339687194525904,-0.242516799022602,0
0.688,1.27956989247312,0.349951124144673,-0.251679902260232,0
0.696,1.37047898338221,0.339687194525904,-0.259621258399511,0
0.704,1.48973607038123,0.349951124144673,-0.266951740989615,0
0.712,1.63049853372434,0.329912023460411,-0.273671350030544,0
0.72,1.78201368523949,0.329912023460411,-0.279780085522297,0
0.728,1.93743890518084,0.329912023460411,-0.285277947464875,0
0.736,2.08602150537634,0.354838709677419,-0.290775809407453,0
0.744,2.2238514173998,0.354838709677419,-0.296273671350031,0
0.752,2.34604105571848,0.354838709677419,-0.301160659743433,0
0.76,2.44868035190616,0.354838709677419,-0.30543677458766,0
0.768,2.5327468230694,0.365102639296188,-0.309102015882712,0
0.776,2.59824046920821,0.374877810361681,-0.312156383628589,0
0.784,2.64027370478983,0.390029325513196,-0.31459987782529,0
0.792,2.66471163245357,0.394916911045943,-0.315821624923641,0
0.8,2.68132942326491,0.410068426197458,-0.317043372021991,0
0.808,2.6891495601173,0.424731182795699,-0.317654245571167,0
0.816,2.6871945259042,0.444770283479961,-0.317654245571167,0
0.824,2.67741935483871,0.455034213098729,-0.317654245571167,0
0.832,2.66177908113392,0.464809384164223,-0.317654245571167,0
0.84,2.63831867057673,0.475073313782991,-0.317654245571167,0
0.848,2.60899315738025,0.464809384164223,-0.317043372021991,0
0.856,2.57478005865103,0.495112414467253,-0.316432498472816,0
0.864,2.53372434017595,0.490224828934506,-0.315210751374465,0
0.872,2.48680351906158,0.495112414467253,-0.313989004276115,0
0.88,2.43988269794721,0.479960899315738,-0.312767257177764,0
0.888,2.3900293255132,0.470185728250244,-0.310934636530238,0
0.896,2.33137829912023,0.43010752688172,-0.309102015882712,0
0.904,2.26686217008798,0.410068426197458,-0.307269395235186,0
0.912,2.19745845552297,0.379765395894428,-0.30543677458766,0
0.92,2.12609970674487,0.365102639296188,-0.303604153940134,0
0.928,2.05376344086022,0.349951124144673,-0.301160659743433,0
0.936,1.98142717497556,0.354838709677419,-0.299328039095907,0
0.944,1.91202346041056,0.349951124144673,-0.296884544899206,0
0.952,1.8475073313783,0.345063538611926,-0.29505192425168,0
0.96,1.78885630498534,0.349951124144673,-0.293219303604154,0
0.968,1.73607038123167,0.329912023460411,-0.291997556505803,0
0.976,1.69012707722385,0.319648093841642,-0.290775809407453,0
0.984,1.65395894428153,0.334799608993157,-0.288943188759927,0
0.992,1.62756598240469,0.339687194525904,-0.287110568112401,0
1.0,1.60312805474096,0.325024437927664,-0.285277947464875,0
1.008,1.58357771260997,0.329912023460411,-0.283445326817349,0
1.016,1.56793743890518,0.309872922776149,-0.281612706169823,0
1.024,1.55816226783969,0.294721407624633,-0.279780085522297,0
1.032,1.55131964809384,0.304985337243402,-0.277947464874771,0
1.04,1.54643206256109,0.309872922776149,-0.276114844227245,0
1.048,1.54349951124145,0.300097751710655,-0.274282223579719,0
1.056,1.5405669599218,0.314760508308895,-0.272449602932193,0
1.064,1.53763440860215,0.319648093841642,-0.270616982284667,0
1.072,1.5347018572825,0.325024437927664,-0.268173488087966,0
1.08,1.5327468230694,0.329912023460411,-0.26634086744044,0
1.088,1.5307917888563,0.345063538611926,-0.263897373243739,0
1.096,1.52590420332356,0.354838709677419,-0.262064752596213,0
1.104,1.51906158357771,0.359726295210166,-0.260232131948687,0
1.112,1.51026392961877,0.365102639296188,-0.258399511301161,0
1.12,1.49951124144673,0.379765395894428,-0.256566890653635,0
1.128,1.48680351906158,0.354838709677419,-0.254734270006109,0
1.136,1.47311827956989,0.359726295210166,-0.252901649358583,0
1.144,1.4594330400782,0.349951124144673,-0.251069028711057,0
1.152,1.44672531769306,0.345063538611926,-0.249236408063531,0
1.16,1.43401759530792,0.329912023460411,-0.247403787416005,0
1.168,1.42228739002933,0.325024437927664,-0.244960293219304,0
1.176,1.41251221896383,0.334799608993157,-0.242516799022602,0
1.184,1.40762463343109,0.325024437927664,-0.240073304825901,0
1.192,1.40762463343109,0.334799608993157,-0.237018937080024,0
1.2,1.41348973607038,0.345063538611926,-0.233964569334148,0
1.208,1.43010752688172,0.339687194525904,-0.230910201588271,0
1.216,1.46041055718475,0.345063538611926,-0.227244960293219,0
1.224,1.50635386119257,0.339687194525904,-0.222968845448992,0
1.232,1.56989247311828,0.329912023460411,-0.218692730604765,0
1.24,1.64907135874878,0.329912023460411,-0.214416615760538,0
1.248,1.74095796676442,0.329912023460411,-0.209529627367135,0
1.256,1.841642228739,0.354838709677419,-0.204642638973732,0
1.264,1.94525904203324,0.359726295210166,-0.19975565058033,0
1.272,2.04496578690127,0.369990224828935,-0.194868662186927,0
1.28,2.12512218963832,0.369990224828935,-0.189981673793525,0
1.288,2.19159335288368,0.379765395894428,-0.185094685400122,0
1.296,2.25708699902248,0.374877810361681,-0.18020769700672,0
1.304,2.31378299120235,0.374877810361681,-0.175320708613317,0
1.312,2.35874877810362,0.365102639296188,-0.170433720219914,0
1.32,2.39100684261975,0.379765395894428,-0.165546731826512,0
1.328,2.41055718475073,0.359726295210166,-0.160659743433109,0
1.336,2.41837732160313,0.359726295210166,-0.156383628588882,0
1.344,2.41446725317693,0.345063538611926,-0.152107513744655,0
1.352,2.39882697947214,0.339687194525904,-0.148442272449603,0
1.36,2.37341153470186,0.349951124144673,-0.144777031154551,0
1.368,2.33822091886608,0.345063538611926,-0.141111789859499,0
1.376,2.29423264907136,0.359726295210166,-0.137446548564447,0
1.384,2.24731182795699,0.354838709677419,-0.134392180818571,0
1.392,2.19648093841642,0.365102639296188,-0.131337813072694,0
1.4,2.13489736070381,0.354838709677419,-0.128894318875993,0
1.408,2.06451612903226,0.365102639296188,-0.126450824679291,0
1.416,1.98729227761486,0.374877810361681,-0.124618204031765,0
1.424,1.90713587487781,0.390029325513196,-0.122785583384239,0
1.432,1.82697947214076,0.410068426197458,-0.120952962736714,0
1.44,1.74975562072336,0.419843597262952,-0.119120342089188,0
1.448,1.67644183773216,0.404692082111437,-0.117287721441662,0
1.456,1.60899315738025,0.410068426197458,-0.115455100794136,0
1.464,1.54936461388074,0.379765395894428,-0.11362248014661,0
1.472,1.49755620723363,0.43010752688172,-0.111178985949908,0
