Time,PPG,ECG,resp,Class
3.264,0.414467253176931,0.365325077399381,-0.207831325301205,0
1.048,0.266666666666667,0.515625,,1
1.216,0.266666666666667,0.3828125,,0
2.544,2.3841642228739,0.264907135874878,-0.914089347079038,0
2.984,0.650048875855327,0.689453125,0.148582600195503,1
1.24,0.694117647058824,0.53125,,1
0.4,0.670588235294118,0.84375,,1
4.408,0.423529411764706,0.15625,,1
1.112,1.80058651026393,0.229716520039101,0.451384615384615,0
3.384,0.704789833822092,0.57421875,0.0,1
4.84,1.79276637341153,0.334799608993157,0.171076923076923,0
0.152,0.815686274509804,0.7578125,,0
3.976,2.03128054740958,0.4951171875,0.68800390911312,1
2.504,0.566959921798632,0.595703125,0.129032258064516,1
1.488,0.325490196078431,0.40625,,0
3.192,0.549019607843137,0.803149606299213,,0
0.512,0.286274509803922,0.3125,,1
3.152,0.537254901960784,0.59375,,1
1.024,2.6080156402737,0.169599217986315,-0.509736540664376,0
1.368,2.33822091886608,0.345063538611926,-0.141111789859499,0
2.568,0.392156862745098,1.0234375,,1
4.464,1.84457478005865,0.260019550342131,0.474712924505253,0
4.256,1.58357771260997,0.209677419354839,0.264604810996564,0
0.224,0.27761485826002,0.375,0.769987699876999,1
1.248,1.99022482893451,0.0395894428152493,-0.0004886391399951,0
2.248,2.07038123167155,0.544965786901271,0.166153846153846,0
4.272,0.308895405669599,0.974609375,1.0,0
1.824,0.842619745845552,0.459921798631476,0.136893203883495,1
4.288,0.486274509803922,-0.181102362204724,,0
2.544,0.622678396871945,-0.472549019607843,0.380073800738007,1
4.776,1.86803519061584,0.5,-0.225412339645693,0
3.672,2.03030303030303,0.51513671875,0.860737845101393,1
0.592,0.509803921568627,0.598425196850394,,0
4.728,0.397849462365591,0.1796875,1.0,0
3.808,2.09677419354839,0.60009765625,0.227705839237723,0
1.12,0.424242424242424,0.0235294117647059,0.210332103321033,1
4.24,0.628543499511241,-0.237254901960784,0.174975562072336,1
0.384,1.05571847507331,0.459921798631476,0.543203883495146,1
1.68,0.648093841642229,0.53515625,0.0,1
1.008,0.462365591397849,0.384765625,0.597222222222222,1
3.472,0.627565982404692,0.529411764705882,0.208211143695015,1
3.216,0.325490196078431,0.3359375,,1
1.448,0.453567937438905,0.705078125,0.75366568914956,0
3.256,0.567937438905181,0.41015625,0.0244498777506112,0
3.072,2.14271749755621,0.109481915933529,1.0,0
1.152,0.466666666666667,0.7265625,,1
4.288,0.419354838709677,0.42578125,-0.395833333333333,1
2.584,0.321603128054741,0.416015625,-0.0806845965770171,0
4.888,0.690196078431373,0.8046875,,0
1.16,0.608993157380254,-0.0058823529411764,0.190651906519065,1
1.464,0.467253176930596,0.240234375,0.0959409594095941,0
1.376,0.494623655913978,0.265625,0.166051660516605,0
0.84,1.86119257086999,0.55517578125,0.25702418763743,0
0.072,0.349019607843137,0.59375,,1
3.912,0.438905180840665,0.224609375,0.243542435424354,0
4.72,0.379276637341153,0.798828125,0.342130987292278,0
0.104,1.98240469208211,0.484848484848485,1.0,0
3.752,0.425219941348974,0.449019607843137,0.314760508308895,1
0.592,2.42130987292278,0.434995112414467,0.498058252427184,1
1.664,0.604105571847507,0.115234375,0.425219941348974,0
1.704,2.02932551319648,0.4248046875,1.0,1
4.744,2.24242424242424,0.0997067448680352,0.191057903738089,0
4.664,0.60019550342131,0.394736842105263,-0.11144578313253,0
2.896,2.13587487781036,0.334799608993157,0.0079413561392791,0
2.816,0.328445747800586,0.96484375,0.47702834799609,0
3.928,2.77321603128055,0.410068426197458,-0.0372632864996946,0
1.872,1.78983382209189,0.349951124144673,0.244307692307692,0
3.064,0.269794721407625,0.258823529411765,0.0811339198435973,1
4.504,0.321603128054741,0.254901960784314,0.133980582524272,0
1.536,0.486274509803922,0.496062992125984,,0
0.008,0.52156862745098,0.748031496062992,,0
2.928,0.547409579667644,0.359375,0.169741697416974,1
2.016,0.525904203323558,0.345703125,0.654936461388074,0
2.168,1.8494623655914,0.0997067448680352,-0.0004886391399951,0
4.16,0.407624633431085,0.249019607843137,0.904854368932039,0
3.192,1.20136852394917,0.605083088954057,0.218666015147813,1
3.216,0.36852394916911,0.64453125,0.217986314760508,1
4.552,1.09286412512219,0.269794721407625,0.969460053750305,1
3.8,2.04398826979472,0.254643206256109,0.340092841436599,1
1.912,0.274682306940371,0.76953125,1.0,0
4.688,0.498039215686275,0.519685039370079,,0
1.152,0.458823529411765,0.811023622047244,,0
4.864,0.647058823529412,0.566929133858268,,0
2.44,1.83577712609971,0.404692082111437,0.0158827122785583,0
0.968,0.389051808406647,0.509765625,0.21760391198044,0
2.616,0.649071358748778,0.470588235294118,0.129032258064516,1
